SubscriptionId, Timestamp, LogLevel, Tag
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326709613, , 0, N_REGUSER_NO
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326707192, , 0, B_BASKET_6
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326708321, , 0, S_PRODUCTS_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326623989, , 0, LASTEVENTPOST
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326764884, , 0, N_REGUSER_NO
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326789812, , 0, S_PRODUCTS_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326784155, , 0, D_PRODUCT_SAVE
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326780441, , 0, P_STOCK_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326763341, , 0, S_PRODUCTS_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326788553, , 0, D_PRODUCT_SAVE
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326761586, , 0, B_BASKET_6
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326774380, , 0, B_BASKET_5
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326719777, , 0, LASTEVENTPOST
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326815848, , 0, N_CMOBILE_SENDOTP
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326822980, , 0, N_OTPVERIFIED_PROCEED
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326811991, , 0, S_PRODUCTS_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326813241, , 0, N_REGUSER_YES
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326828109, , 0, N_OTPVERIFIED_PROCEED
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326821100, , 0, N_VERIFYOTP_VERIFY
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326836496, , 0, N_OTPVERIFIED_PROCEED
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326808724, , 0, LASTEVENTPOST
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326854092, , 0, N_OTPVERIFIED_PROCEED
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326942928, , 0, R_YESTERDAY
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326919729, , 0, S_PRODUCTS_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326910695, , 0, A_THEME
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326893095, , 0, A_BACK
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326934930, , 0, D_PAYMENT_CLOSE
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326899002, , 0, N_PLANDETAILS_OK
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326929639, , 0, D_PAYMENT_ADD
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326914538, , 0, A_THEME
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326945749, , 0, R_TODAY
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326897124, , 0, S_VIEW_PLAN
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326874881, , 0, N_OTPVERIFIED_PROCEED
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326878608, , 0, N_OTPVERIFIED_NO
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326940036, , 0, D_PAYMENT_REPORTS
7e68195f-84a1-4b5c-b20c-26bfadb41b1c,,1707326922289, , 0, S_BASKET_CHECKOUT
